بنگلا دیش	 Location
پسند	 Other
ہلاک	 Other
ہوگئے	 Other
ہیں۔	 Other
 
پی ٹی وی	 Organization
نے	 Other
پولیس	 Organization
ذرائع	 Other
کے	 Other
حوالے	 Other
سے	 Other
بتایا	 Other
کہ	 Other
یہ	 Other
کارروائی	 Other
سی	 Other
ٹی	 Other
ڈی	 Other
پولیس	 Organization
ملتان	 Location
نے	 Other
تھانہ صدر	 Location
کے	 Other
علاقے	 Other
میں	 Other
کی۔	 Other
 
اس	 Other
واقعے	 Other
میں	 Other
ملک اسحاق	 Person
کے	 Other
دو	 Number
بیٹے	 Other
بھی	 Other
ہلاک	 Other
ہونے	 Other
کی	 Other
اطلاعات	 Other
ہیں۔	 Other
 
پولیس	 Other
کا	 Other
کہنا	 Other
ہے	 Other
کہ	 Other
ہلاک	 Other
ہونے	 Other
والوں	 Other
کی	 Other
لاشیں	 Other
ڈی	 Other
ایچ	 Other
کیو	 Other
ہسپتال	 Other
منتقل	 Other
کر	 Other
دی	 Other
گئی	 Other
ہیں۔	 Other
 
دہشتگردوں	 Other
کے	 Other
ساتھ	 Other
فائرنگ	 Other
کے	 Other
تبادلے	 Other
میں	 Other
3	 Number
پولیس	 Other
اہلکار	 Other
بھی	 Other
زخمی	 Other
ہوئے	 Other
ہیں۔	 Other
 
خیال	 Other
رہے	 Other
کہ	 Other
ملک اسحاق	 Person
پر	 Other
شیعہ	 Other
اور	 Other
دیگر	 Other
مسالک	 Other
سے	 Other
تعلق	 Other
رکھنے	 Other
والے	 Other
افراد	 Other
کے	 Other
قتل	 Other
کے	 Other
درجنوں	 Other
مقدمات	 Other
قائم	 Other
کیے	 Other
گئے	 Other
تھے	 Other
ہیں	 Other
اور	 Other
وہ	 Other
تقریباً	 Other
پندرہ سال	 Time
جیل	 Other
میں	 Other
رہے۔	 Other
 
وہ	 Other
ابتدا	 Other
میں	 Other
کالعدم	 Other
تنظیم	 Other
سپاہ صحابہ	 Organization
کے	 Other
ہی	 Other
رکن	 Other
تھے	 Other
لیکن	 Other
اپنی	 Other
مبینہ	 Other
متشدد	 Other
پالیسی	 Other
کی	 Other
بنیاد	 Other
پر	 Other
سپاہ صحابہ	 Organization
سے	 Other
اختلاف	 Other
کے	 Other
بعد	 Other
ایک	 Other
نئی	 Other
تنظیم	 Other
لشکر جھنگوی	 Organization
کی	 Other
بنیاد	 Other
رکھی	 Other
اور	 Other
اس	 Other
کے	 Other
بانی	 Other
امیر	 Desigation
بنے۔	 Other
 
یہ	 Other
تنظیم	 Other
بھی	 Other
اسی	 Other
زمانے	 Other
میں	 Other
کالعدم	 Other
قرار	 Other
دے	 Other
دی	 Other
گئی	 Other
تھی۔	 Other
 
سنہ 2012	 Date
میں	 Other
سپاہ صحابہ	 Organization
میں	 Other
قیادت	 Other
کے	 Other
معاملے	 Other
پر	 Other
اختلافات	 Other
ختم	 Other
ہوگئے	 Other
تھے	 Other
اور	 Other
تنظیم	 Other
کے	 Other
موجودہ	 Other
سربراہ	 Desigation
احمد لدھیانوی	 Person
اور	 Other
ملک اسحاق	 Person
میں	 Other
صلح	 Other
کے	 Other
بعد	 Other
انھیں	 Other
تنظیم	 Other
کا	 Other
نائب	 Other
صدر	 Other
بنا	 Other
دیا	 Other
گیا	 Other
تھا۔	 Other
 
امریکہ	 Other
کے	 Other
محکمۂ	 Other
خارجہ	 Other
نے	 Other
انھوں	 Other
ایک	 Other
’عالمی	 Other
دہشتگرد‘	 Other
اور	 Other
ان	 Other
کی	 Other
تنظیم	 Other
لشکرِ جھنگوی	 Organization
کو	 Other
بھی	 Other
غیر	 Other
ملکی	 Other
دہشت	 Other
گرد	 Other
تنظیموں	 Other
کی	 Other
فہرست	 Other
میں	 Other
شامل	 Other
کیا	 Other
تھا۔	 Other
 
اٹھارہ اکتوبر دوہزارسات	 Date
کا	 Other
دن	 Other
تھا	 Other
جب	 Other
تمام	 Other
تر	 Other
خدشات،	 Other
خطرات،	 Other
تحفظات	 Other
کے	 Other
باوجود	 Other
پاکستان پیپلزپارٹی	 Organization
کی	 Other
چیئرپرسن	 Desigation
محترمہ	 Other
بے نظیر بھٹو	 Person
آٹھ	 Number
سالہ	 Other
جلاوطنی	 Other
ختم	 Other
کرکے	 Other
تمام	 Other
رکاوٹوں	 Other
کو	 Other
عبور	 Other
کرتی	 Other
ہوئی	 Other
پاکستان	 Location
میں	 Other
جمہوریت	 Other
کی	 Other
بحالی	 Other
اور	 Other
کروڑوں	 Other
غریب	 Other
عوام	 Other
کو	 Other
مسائل	 Other
سے	 Other
نجات	 Other
دلانے	 Other
کا	 Other
جذبہ	 Other
لیے	 Other
اپنے	 Other
طے	 Other
شدہ	 Other
پروگرام	 Other
کے	 Other
مطابق	 Other
وطن	 Other
واپس	 Other
پہنچی	 Other
تو	 Other
کراچی ایئرپورٹ	 Location
پر	 Other
طیارے	 Other
سے	 Other
اترنے	 Other
کے	 Other
بعد	 Other
وہ	 Other
خوشی	 Other
و	 Other
انبساط	 Other
اور	 Other
فرط	 Other
جذبات	 Other
سے	 Other
آبدیدہ	 Other
ہوگئیں۔	 Other
 
لاکھوں	 Other
عوام	 Other
کا	 Other
ٹھاٹھیں	 Other
مارتا	 Other
سمندر	 Other
ان	 Other
کے	 Other
استقبال	 Other
کے	 Other
لیے	 Other
شارع فیصل	 Location
پر	 Other
موجود	 Other
تھا۔	 Other
 
چاروں	 Other
صوبوں	 Other
سے	 Other
آنے	 Other
والے	 Other
جیالوں،	 Other
کارکنوں،	 Other
ہمدردوں،	 Other
جمہوریت	 Other
پسندوں	 Other
اور	 Other
بھٹو	 Other
ازم	 Other
کے	 Other
پرستاروں	 Other
کے	 Other
جم	 Other
غفیر	 Other
کے	 Other
ساتھ	 Other
محترمہ	 Other
بے نظیر بھٹو	 Person
کا	 Other
استقبالی	 Other
کارواں	 Other
مزار قائد	 Location
کی	 Other
طرف	 Other
پرجوش	 Other
انداز	 Other
سے	 Other
رواں	 Other
دواں	 Other
تھا	 Other
کہ	 Other
رات	 Other
تقریباً	 Other
بارہ بجے	 Time
کے	 Other
قریب	 Other
کارساز روڈ	 Location
پر	 Other
اندیشوں	 Other
اور	 Other
وسوسوں	 Other
کے	 Other
عین	 Other
مطابق	 Other
محترمہ	 Other
بے نظیر بھٹو	 Person
کے	 Other
استقبال	 Other
کا	 Other
یہ	 Other
تاریخ	 Other
ساز	 Other
جلوس	 Other
دہشت	 Other
گردی	 Other
کا	 Other
نشانہ	 Other
بن	 Other
گیا۔	 Other
 
خودکش	 Other
حملہ	 Other
آور	 Other
بی	 Other
بی	 Other
کو	 Other
ٹارگٹ	 Other
کرنا	 Other
چاہتا	 Other
تھا۔	 Other
 
چونکہ	 Other
ان	 Other
کے	 Other
استقبالی	 Other
ٹرک	 Other
کو	 Other
جانثاران	 Other
بے نظیر بھٹو	 Person
نے	 Other
اپنے	 Other
حفاظتی	 Other
حصار	 Other
میں	 Other
لیا	 Other
ہوا	 Other
تھا	 Other
اس	 Other
لیے	 Other
خوش	 Other
قسمتی	 Other
سے	 Other
محترمہ	 Person
اس	 Other
حملے	 Other
میں	 Other
محفوظ	 Other
رہیں۔	 Other
 
البتہ	 Other
سو	 Number
سے	 Other
زائد	 Other
جیالے،	 Other
کارکن	 Other
ہلاک	 Other
اور	 Other
پانچ سو	 Number
کے	 Other
لگ	 Other
بھگ	 Other
زخمی	 Other
ہوگئے۔	 Other
 
اور	 Other
مزار قائد	 Location
پر	 Other
جلسہ	 Other
کرنے	 Other
کا	 Other
محترمہ	 Person
کا	 Other
خواب	 Other
بھی	 Other
ادھورا	 Other
رہ	 Other
گیا۔	 Other
 
ٹھیک	 Other
سات	 Number
سال	 Other
بعد	 Other
اٹھارہ اکتوبر دوہزارچودہ	 Date
کو	 Other
شہید	 Other
بی	 Other
بی	 Other
کے	 Other
جواں	 Other
سال،	 Other
پر	 Other
عزم،	 Other
پرجوش	 Other
اور	 Other
بہادر	 Other
بیٹے	 Other
بلاول بھٹو زرداری	 Person
نے	 Other
مزار قائد	 Location
اعظم	 Other
پر	 Other
ایک	 Other
نہایت	 Other
شاندار	 Other
اور	 Other
عظیم	 Other
الشان	 Other
جلسہ	 Other
کرکے	 Other
شہید بی بی	 Person
اور	 Other
اپنی	 Other
والدہ	 Other
کا	 Other
ادھورا	 Other
خواب	 Other
پورا	 Other
کردیا۔	 Other
 
اگرچہ	 Other
جلسے	 Other
سے	 Other
قبل	 Other
میڈیا	 Other
میں	 Other
یہ	 Other
خبریں	 Other
آتی	 Other
رہیں	 Other
کہ	 Other
اٹھارہ اکتوبر	 Date
کو	 Other
کراچی	 Location
میں	 Other
دہشت	 Other
گردی	 Other
کا	 Other
خطرہ	 Other
ہے	 Other
اور	 Other
بلاول بھٹو زرداری	 Person
کو	 Other
نشانہ	 Other
بنایا	 Other
جاسکتا	 Other
ہے۔	 Other
 
سنہ 2013	 Date
کے	 Other
انتخابات	 Other
کے	 Other
دوران	 Other
جسٹس	 Desigation
افتخار محمد چوہدری	 Person
پاکستان	 Location
کے	 Other
چیف جسٹس	 Desigation
تھے	 Other
اور	 Other
عمران خان	 Person
نے	 Other
افتخار محمد چوہدری	 Person
کی	 Other
بحالی	 Other
کی	 Other
تحریک	 Other
میں	 Other
حصہ	 Other
لیا	 Other
وہ	 Other
پاکستان	 Other
کے	 Other
سابق	 Other
چیف جسٹس	 Desigation
کو	 Other
”قوم	 Other
کا	 Other
مسیحا”	 Other
قراد	 Other
دیتے	 Other
تھے۔	 Other
 
لیکن	 Other
جب	 Other
اُنھوں	 Other
نے	 Other
عام	 Other
انتخابات	 Other
میں	 Other
دھاندلی	 Other
کے	 Other
الزامات	 Other
پر	 Other
قومی	 Other
اسمبلی	 Other
کے	 Other
چار	 Number
حلقے	 Other
کھولنے	 Other
سے	 Other
متعلق	 Other
پاکستان تحریک انصاف	 Organization
کی	 Other
درخواست	 Other
کو	 Other
ترجیحی	 Other
بنیادوں	 Other
پر	 Other
سننے	 Other
سے	 Other
انکار	 Other
کردیا	 Other
اور	 Other
افتخار چوہدری	 Person
کی	 Other
ریٹائر	 Other
ہو	 Other
گئے	 Other
تو	 Other
پاکستان تحریک انصاف	 Organization
کی	 Other
قیادت	 Other
نے	 Other
منظم	 Other
دھاندلی	 Other
کے	 Other
تمام	 Other
تر	 Other
الزامات	 Other
خفیہ	 Other
ادارے	 Other
کے	 Other
بریگیڈیر	 Desigation
کے	 Other
بجائے	 Other
سابق	 Other
چیف جسٹس	 Desigation
پر	 Other
دھر	 Other
دیے۔	 Other
 
پاکستان تحریک انصاف	 Organization
کی	 Other
قیادت	 Other
نے	 Other
عدالتی کمیشن	 Organization
کے	 Other
سامنے	 Other
گواہان	 Other
کی	 Other
جو	 Other
فہرست	 Other
پیش	 Other
کی	 Other
تھی	 Other
اس	 Other
میں	 Other
افتخار محمد چوہدری	 Person
کا	 Other
نام	 Other
شامل	 Other
نہیں	 Other
تھا۔	 Other
 
پاکستان	 Location
کے	 Other
سابق	 Other
چیف جسٹس	 Desigation
نے	 Other
عمران خان	 Person
کے	 Other
خلاف	 Other
مقامی	 Other
عدالت	 Other
میں	 Other
ہتک	 Other
عزت	 Other
کا	 Other
دعوی	 Other
بھی	 Other
دائر	 Other
کر	 Other
رکھا	 Other
ہے۔	 Other
 
مبصرین	 Other
کا	 Other
کہنا	 Other
ہے	 Other
کہ	 Other
پاکستان تحریک انصاف	 Organization
کے	 Other
چیئرمین	 Other
موجودہ	 Other
چیف	 Other
جسٹس	 Other
ناصر الملک	 Person
کو	 Other
ایک	 Other
قابل	 Other
جج	 Other
اور	 Other
قابل	 Other
احترام	 Other
سمجھتے	 Other
ہیں	 Other
لیکن	 Other
آیا	 Other
کیا	 Other
وہ	 Other
اُن	 Other
کی	 Other
ریٹائرمنٹ	 Other
کے	 Other
بعد	 Other
بھی	 Other
وہ	 Other
اپنے	 Other
اس	 Other
بیان	 Other
پر	 Other
قائم	 Other
رہیں	 Other
گے	 Other
یا	 Other
پھر	 Other
اُن	 Other
کے	 Other
ساتھ	 Other
بھی	 Other
سابق	 Other
چیف جسٹس	 Desigation
افتخار محمد چوہدری	 Person
کی	 Other
طرح	 Other
کا	 Other
رویہ	 Other
رکھیں	 Other
گے	 Other
اس	 Other
کے	 Other
بارے	 Other
میں	 Other
کچھ	 Other
بھی	 Other
کہنا	 Other
قبل	 Other
از	 Other
وقت	 Other
ہوگا۔	 Other
 
یاد	 Other
رہے	 Other
کہ	 Other
پاکستان	 Location
کے	 Other
موجودہ	 Other
چیف جسٹس	 Desigation
اگست	 Date
کے	 Other
آخر	 Other
میں	 Other
ریٹائر	 Other
ہور	 Other
ہے	 Other
ہیں۔	 Other
 
سنئیر	 Other
صحافی	 Other
طلعت حسین	 Person
کہتے	 Other
ہیں	 Other
کہ	 Other
عدالتی کمیشن	 Organization
کے	 Other
فیصلے	 Other
کے	 Other
بعد	 Other
عمران خان	 Person
کو	 Other
اپنی	 Other
جماعت	 Other
کی	 Other
دوبارہ	 Other
صف	 Other
بندی	 Other
کرنی	 Other
چاہیے	 Other
اور	 Other
ایسے	 Other
افراد	 Other
کی	 Other
نشاندہی	 Other
کی	 Other
جانی	 Other
چاہیے	 Other
جنہوں	 Other
نے	 Other
بغیر	 Other
ثبوتوں	 Other
کے	 Other
عدالتی	 Other
کمیشن	 Other
کے	 Other
قیام	 Other
کے	 Other
مطالبے	 Other
کی	 Other
حمایت	 Other
کی	 Other
تھی۔	 Other
 
اُنھوں	 Other
نے	 Other
کہا	 Other
کہ	 Other
عدالتی کمیشن	 Organization
کا	 Other
فیصلہ	 Other
پاکستان تحریک انصاف	 Organization
کے	 Other
لیے	 Other
ایک	 Other
بہت	 Other
بڑا	 Other
دھچکا	 Other
ہے	 Other
اور	 Other
لوگوں	 Other
کو	 Other
پی ٹی آئی	 Organization
پر	 Other
اعتماد	 Other
بحال	 Other
کرنے	 Other
میں	 Other
ایک	 Other
عرصہ	 Other
درکار	 Other
ہوگا۔	 Other
 
ماہر	 Other
قانون	 Other
ایس ایم ظفر	 Person
کہتے	 Other
ہیں	 Other
کہ	 Other
جب	 Other
انتخابی	 Other
اصلاحات	 Other
نہیں	 Other
کی	 Other
جاتیں	 Other
اس	 Other
وقت	 Other
تک	 Other
دھاندلی	 Other
کو	 Other
روکنا	 Other
ناممکن	 Other
ہے۔	 Other
 
اگر	 Other
انتخابی	 Other
اصلاحات	 Other
نہ	 Other
ہوئیں	 Other
تو	 Other
پھر	 Other
ملک	 Other
میں	 Other
ہونے	 Other
والے	 Other
ہر	 Other
انتخابات	 Other
میں	 Other
دھاندلی	 Other
شکاتیں	 Other
زور	 Other
پکڑتی	 Other
جائیں	 Other
گی	 Other
اور	 Other
عدالتی کمیشن	 Organization
بننے	 Other
کے	 Other
باوجود	 Other
بھی	 Other
منظم	 Other
دھاندلی	 Other
کبھی	 Other
بھی	 Other
ثابت	 Other
نہیں	 Other
کی	 Other
جاسکے	 Other
گی۔	 Other
 
پاکستان تحریک انصاف	 Organization
کی	 Other
مخالف	 Other
سیاسی	 Other
جماعتیں	 Other
جہاں	 Other
عمران خان	 Person
سے	 Other
عدالتی کمیشن	 Organization
کی	 Other
رپورٹ	 Other
آنے	 Other
کے	 Other
بعد	 Other
معافی	 Other
کا	 Other
مطالبہ	 Other
کرہی	 Other
ہیں	 Other
وہیں	 Other
ان	 Other
جماعتوں	 Other
کی	 Other
طرف	 Other
سے	 Other
یہ	 Other
مطالبہ	 Other
بھی	 Other
زرو	 Other
پکڑتا	 Other
جارہا	 Other
ہے	 Other
کہ	 Other
ان	 Other
محرکات	 Other
کو	 Other
جاننے	 Other
کے	 Other
لیے	 Other
بھی	 Other
عدالتی کمیشن	 Organization
بنایا	 Other
جائے	 Other
جن	 Other
کی	 Other
وجہ	 Other
سے	 Other
پاکستان تحریک انصاف	 Organization
نے	 Other
اسلام آباد	 Location
میں	 Other
دھرنا	 Other
دیا	 Other
تھا۔	 Other
 
چیف الیکشن کمشنر	 Person
کے	 Other
تقرر	 Other
پر	 Other
مشاورت	 Other
کے	 Other
لئے	 Other
قومی اسمبلی	 Organization
میں	 Other
قائد حزب اختلاف	 Desigation
خورشید شاہ	 Person
نے	 Other
تحریک انصاف	 Organization
کے	 Other
وائس چیرمین	 Desigation
شاہ محمود قریشی	 Person
سے	 Other
ملاقات	 Other
کی	 Other
ہے۔	 Other
 
ایکسپریس نیوز	 Organization
کے	 Other
مطابق	 Other
چیف الیکشن کمشنر	 Person
کے	 Other
تقرر	 Other
کے	 Other
لئے	 Other
خورشید شاہ	 Person
نے	 Other
شاہ محمود قریشی	 Person
سے	 Other
اسلام آباد	 Location
میں	 Other
ملاقات	 Other
کی	 Other
جس	 Other
میں	 Other
چیف الیکشن کمشنر	 Person
کے	 Other
تقرر	 Other
کے	 Other
لئے	 Other
مختلف	 Other
ناموں	 Other
پر	 Other
مشاور	 Other
کی	 Other
گئی،	 Other
ملاقات	 Other
میں	 Other
تحریک انصاف	 Organization
کی	 Other
جانب	 Other
سے	 Other
جسٹس	 Desigation
ریٹائرڈ	 Other
ناصر اسلم زاہد	 Person
کا	 Other
نام	 Other
چیف الیکشن کمشنر	 Desigation
کے	 Other
لئے	 Other
پیش	 Other
کیا	 Other
گیا۔	 Other
 
واضح	 Other
رہے	 Other
کہ	 Other
چیف الیکشن کمشنر	 Person
کے	 Other
تقرر	 Other
کے	 Other
لئے	 Other
حکومت	 Other
کی	 Other
جانب	 Other
سے	 Other
جسٹس	 Desigation
ریٹائرڈ	 Other
سعید الزماں صدیقی	 Person
اور	 Other
جسٹس	 Desigation
ریٹائرڈ	 Other
تصدق حسین جیلانی	 Person
کے	 Other
نام	 Other
تجویز	 Other
کئے	 Other
گئے	 Other
ہیں۔	 Other
 
جب	 Other
کہ	 Other
اپوزیشن	 Other
کی	 Other
جانب	 Other
سے	 Other
اجمل میاں	 Person
اور	 Other
رانا بھگوان داس	 Person
اور	 Other
جسٹس	 Desigation
ریٹائرڈ	 Other
طارق پرویز	 Person
کے	 Other
نام	 Other
پیش	 Other
کئے	 Other
گئے	 Other
ہیں۔	 Other
 
سپریم	 Other
کورٹ	 Other
کی	 Other
جانب	 Other
سے	 Other
چیف الیکشن کمشنر	 Person
کے	 Other
تقرر	 Other
کے	 Other
لئے	 Other
حکومت	 Other
اور	 Other
اپوزیشن	 Other
کو	 Other
تیرہ نومبر	 Date
کی	 Other
ڈیڈ	 Other
لائن	 Other
دی	 Other
گئی	 Other
ہے۔	 Other
 
خیبر پختونخوا	 Location
کی	 Other
احتساب	 Other
عدالت	 Other
نے	 Other
بدعنوانی	 Other
کے	 Other
الزام	 Other
میں	 Other
گرفتار	 Other
صوبائی	 Other
وزیر معدنیات	 Desigation
ضیا اللہ آفریدی	 Person
کو	 Other
13	 Number
دن	 Other
کے	 Other
ریمانڈ	 Other
پر	 Other
احتساب کمیشن	 Organization
کے	 Other
حوالے	 Other
کر	 Other
دیا	 Other
ہے۔	 Other
 
گرفتار	 Other
کیے	 Other
جانے	 Other
والے	 Other
صوبائی	 Other
وزیر معدنیات	 Desigation
کو	 Other
جمعے	 Other
کو	 Other
عدالت	 Other
میں	 Other
پیش	 Other
کیا	 Other
گیا۔	 Other
 
بدعنوانی	 Other
سے	 Other
متعلق	 Other
ایک	 Other
اور	 Other
مقدمے	 Other
میں	 Other
قومی احتساب بیورو	 Organization
نے	 Other
سابق	 Other
وزیر	 Other
معدنیات	 Other
محمود زیب	 Person
اور	 Other
دیگر	 Other
نو	 Other
افسران	 Other
کا	 Other
12	 Number
روزہ	 Other
جسمانی	 Other
ریمانڈ	 Other
حاصل	 Other
کر	 Other
لیا	 Other
ہے۔	 Other
 
ضیا اللہ آفریدی	 Person
کا	 Other
تعلق	 Other
پاکستان تحریک انصاف	 Organization
سے	 Other
ہے۔	 Other
 
حال	 Other
ہی	 Other
میں	 Other
قائم	 Other
ہونے	 Other
والے	 Other
صوبائی	 Other
احتساب	 Other
کمیشن	 Other
نے	 Other
گذشتہ	 Other
روز	 Other
انھیں	 Other
مالی	 Other
بدعنوانی	 Other
اور	 Other
اختیارات	 Other
کے	 Other
ناجائز	 Other
استعمال	 Other
کے	 Other
الزامات	 Other
کے	 Other
تحت	 Other
گرفتار	 Other
کیا	 Other
تھا۔	 Other
 
ضیا اللہ آفریدی	 Person
کو	 Other
جمعے	 Other
کے	 Other
روز	 Other
حیات آباد	 Location
میں	 Other
قائم	 Other
احتساب	 Other
عدالت	 Other
میں	 Other
پیش	 Other
کیا	 Other
گیا۔	 Other
 
اس	 Other
موقعے	 Other
پر	 Other
ان	 Other
کے	 Other
حمایتی	 Other
بڑی	 Other
تعداد	 Other
میں	 Other
موجود	 Other
تھے	 Other
جنھوں	 Other
نے	 Other
سخت	 Other
نعرہ	 Other
بازی	 Other
کی۔	 Other
 
ضیا اللہ آفریدی	 Person
خیبر پختونخوا	 Location
اسمبلی	 Other
کے	 Other
رکن	 Other
ہیں	 Other
اور	 Other
ان	 Other
کا	 Other
تعلق	 Other
تحریکِ انصاف	 Organization
سے	 Other
ہے۔	 Other
 
احتساب	 Other
عدالت	 Other
کے	 Other
جج	 Other
نے	 Other
ضیااللہ آفریدی	 Person
کو	 Other
13	 Number
روز	 Other
کے	 Other
جسمانی	 Other
ریمانڈ	 Other
پر	 Other
احتساب کمیشن	 Organization
کی	 Other
تحویل	 Other
میں	 Other
دینے	 Other
کا	 Other
حکم	 Other
دیا	 Other
ہے۔	 Other
 
اس	 Other
موقعے	 Other
پر	 Other
صحافیوں	 Other
سے	 Other
بات	 Other
چیت	 Other
کرتے	 Other
ہوئے	 Other
ضیااللہ آفریدی	 Person
نے	 Other
دعویٰ	 Other
کیا	 Other
کہ	 Other
وہ	 Other
بے	 Other
گناہ	 Other
ہیں۔	 Other
 
ضیا اللہ آفریدی	 Person
پر	 Other
الزام	 Other
ہے	 Other
کہ	 Other
انھوں	 Other
نے	 Other
معدنیات	 Other
کے	 Other
ٹھیکوں	 Other
میں	 Other
بڑے	 Other
پیمانے	 Other
پر	 Other
خورد	 Other
برد	 Other
کی	 Other
اور	 Other
محکمے	 Other
میں	 Other
تعیناتیوں	 Other
پر	 Other
بے	 Other
قاعدگیاں	 Other
برتیں۔	 Other
 
ادھر	 Other
جمعے	 Other
کو	 Other
وفاقی	 Other
سطح	 Other
پر	 Other
قائم	 Other
قومی احتساب بیورو	 Organization
نے	 Other
بھی	 Other
سابق	 Other
وزیر	 Other
معدنیات	 Other
محمود زیب	 Person
اور	 Other
دیگر	 Other
نو	 Other
افسران	 Other
کو	 Other
احتساب	 Other
عدالت	 Other
میں	 Other
پیش	 Other
کیا	 Other
اور	 Other
ان	 Other
کا	 Other
12	 Number
روز	 Other
کا	 Other
جسمانی	 Other
ریمانڈ	 Other
حاصل	 Other
کر	 Other
لیا	 Other
ہے۔	 Other
 
سابق	 Other
وزیر	 Other
محمود زیب	 Person
اور	 Other
محکمے	 Other
کے	 Other
سابق	 Other
سیکریٹری	 Desigation
،	 Other
انسپکٹروں	 Other
اور	 Other
موجودہ	 Other
کمشنر	 Desigation
بنوں	 Location
سمیت	 Other
دیگر	 Other
نو	 Other
افراد	 Other
کو	 Other
بھی	 Other
جمعے	 Other
کو	 Other
عدالت	 Other
میں	 Other
پیش	 Other
کیا	 Other
گیا۔	 Other
 
ان	 Other
تمام	 Other
افراد	 Other
کو	 Other
گذشتہ	 Other
روز	 Other
گرفتار	 Other
کیا	 Other
گیا	 Other
تھا۔	 Other
 
ان	 Other
پر	 Other
الزام	 Other
تھا	 Other
کہ	 Other
انھوں	 Other
نے	 Other
پانچ سو	 Number
ایکڑ	 Other
پر	 Other
محیط	 Other
فاسفیٹ	 Other
کے	 Other
ذخائر	 Other
کی	 Other
لیز	 Other
غیر	 Other
قانونی	 Other
طور	 Other
پر	 Other
ایک	 Other
استانی	 Other
رخسانہ	 Person
کو	 Other
فروخت	 Other
کی	 Other
تھی۔	 Other
 
قومی احتساب	 Organization
کے	 Other
ادارے	 Other
کے	 Other
مطابق	 Other
ان	 Other
افراد	 Other
نے	 Other
قومی	 Other
خزانے	 Other
کو	 Other
تین کروڑ 60 لاکھ	 Number
روپے	 Other
کا	 Other
نقصان	 Other
پہنچایا	 Other
ہے۔	 Other
 
یہاں	 Other
یہ	 Other
بات	 Other
بھی	 Other
حیران	 Other
کن	 Other
ہے	 Other
کہ	 Other
ایک	 Other
ہی	 Other
دن	 Other
قومی	 Other
اور	 Other
صوبائی	 Other
سطح	 Other
پر	 Other
قائم	 Other
احتساب بیورو	 Organization
اور	 Other
کمیشن	 Other
نے	 Other
ایک	 Other
ہی	 Other
محکمے	 Other
سے	 Other
وابستہ	 Other
حکام	 Other
کے	 Other
خلاف	 Other
کارروائی	 Other
کی	 Other
ہے۔	 Other
 
محکمہ	 Other
معدنیات	 Other
کے	 Other
بارے	 Other
میں	 Other
عرصہ	 Other
دراز	 Other
سے	 Other
ایسی	 Other
شکایات	 Other
زبان	 Other
زد	 Other
عام	 Other
تھیں	 Other
کہ	 Other
اس	 Other
محکمے	 Other
میں	 Other
بے	 Other
قاعدگیاں	 Other
ہو	 Other
رہی	 Other
ہیں	 Other
لیکن	 Other
اس	 Other
کے	 Other
شواہد	 Other
سامنے	 Other
نہیں	 Other
آئے	 Other
تھے۔	 Other
 
ایسی	 Other
اطلاعات	 Other
ہیں	 Other
کہ	 Other
گرفتار	 Other
ملزمان	 Other
کے	 Other
خلاف	 Other
طویل	 Other
عرصے	 Other
سے	 Other
تحقیقات	 Other
جاری	 Other
تھیں	 Other
اور	 Other
مطلوب	 Other
شواہد	 Other
حاصل	 Other
کرنے	 Other
کے	 Other
بعد	 Other
اب	 Other
ان	 Other
کے	 Other
خلاف	 Other
کارروائی	 Other
کی	 Other
گئی	 Other
ہے۔	 Other
 
وزیراعظم	 Desigation
نواز شریف	 Person
نے	 Other
تصدیق	 Other
کی	 Other
ہے	 Other
کہ	 Other
ان	 Other
کے	 Other
جمعے	 Other
کے	 Other
روز	 Other
سے	 Other
شروع	 Other
ہونے	 Other
والے	 Other
دورۂ	 Other
چین	 Location
میں	 Other
دونوں	 Other
ملکوں	 Other
کے	 Other
درمیان	 Other
بعض	 Other
بڑے	 Other
ترقیاتی	 Other
منصوبوں	 Other
کی	 Other
تعمیر	 Other
کے	 Other
معاہدوں	 Other
پر	 Other
دستخط	 Other
ہو	 Other
جائیں	 Other
گے۔	 Other
 
پاکستان	 Location
میں	 Other
دس ہزار	 Number
میگا	 Other
واٹ	 Other
بجلی	 Other
کی	 Other
پیداوار	 Other
اور	 Other
گوادر	 Location
بندرگاہ	 Other
اور	 Other
اس	 Other
کو	 Other
چین	 Location
سے	 Other
منسلک	 Other
کرنے	 Other
والی	 Other
شاہراہ	 Other
کی	 Other
تعمیر	 Other
میں	 Other
مدد	 Other
دینے	 Other
کے	 Other
لیے	 Other
چین	 Location
نے	 Other
چند	 Other
ماہ	 Other
قبل	 Other
رسمی	 Other
ہامی	 Other
بھر	 Other
لی	 Other
تھی،	 Other
البتہ	 Other
ان	 Other
معاہدوں	 Other
پر	 Other
دستخط	 Other
چینی	 Other
صدر	 Desigation
شی جن پنگ	 Person
کے	 Other
دورۂ	 Other
پاکستان	 Location
کے	 Other
دوران	 Other
ہونا	 Other
تھے	 Other
جو	 Other
اسلام آباد	 Location
میں	 Other
احتجاجی	 Other
دھرنوں	 Other
کے	 Other
باعث	 Other
ملتوی	 Other
کر	 Other
دیا	 Other
گیا	 Other
تھا۔	 Other
 
حکومت	 Other
پاکستان	 Location
نے	 Other
اس	 Other
سال	 Other
ستمبر	 Other
میں	 Other
اس	 Other
دورے	 Other
کے	 Other
التوا	 Other
کے	 Other
بعد	 Other
دھرنا	 Other
دینے	 Other
والی	 Other
